Nome Cidade,UF,Latitude,Longitude,DDD,Fuso
Artur Nogueira,SP,-22.5727,-47.1727,19,America/Sao_Paulo
Aruanã,GO,-14.9166,-51.075,62,America/Sao_Paulo
Arujá,SP,-23.3965,-46.32,11,America/Sao_Paulo
Arvoredo,SC,-27.0748,-52.4543,49,America/Sao_Paulo
Arvorezinha,RS,-28.8737,-52.1781,51,America/Sao_Paulo
Ascurra,SC,-26.9548,-49.3783,47,America/Sao_Paulo
Aspásia,SP,-20.16,-50.728,17,America/Sao_Paulo
Assaí,PR,-23.3697,-50.8459,43,America/Sao_Paulo
Assaré,CE,-6.8669,-39.8689,88,America/Sao_Paulo
Assis,SP,-22.66,-50.4183,18,America/Sao_Paulo
Assis Brasil,AC,-10.9298,-69.5738,68,America/Rio_Branco
Assis Chateaubriand,PR,-24.4168,-53.5213,44,America/Sao_Paulo
Assunção,PB,-7.07231,-36.725,83,America/Sao_Paulo
Assunção do Piauí,PI,-5.865,-41.0389,86,America/Sao_Paulo
Astolfo Dutra,MG,-21.3184,-42.8572,32,America/Sao_Paulo
Astorga,PR,-23.2318,-51.6668,44,America/Sao_Paulo
Atalaia,PR,-23.1517,-52.0551,44,America/Sao_Paulo
Atalaia,AL,-9.5119,-36.0086,82,America/Sao_Paulo
Atalaia do Norte,AM,-4.37055,-70.1967,97,America/Rio_Branco
Atalanta,SC,-27.4219,-49.7789,47,America/Sao_Paulo
Ataléia,MG,-18.0438,-41.1149,33,America/Sao_Paulo
Atibaia,SP,-23.1171,-46.5563,11,America/Sao_Paulo
Atilio Vivacqua,ES,-20.913,-41.1986,28,America/Sao_Paulo
Augustinópolis,TO,-5.46863,-47.8863,63,America/Sao_Paulo
Augusto Corrêa,PA,-1.05109,-46.6147,91,America/Sao_Paulo
Augusto de Lima,MG,-18.0997,-44.2655,38,America/Sao_Paulo
Augusto Pestana,RS,-28.5172,-53.9883,55,America/Sao_Paulo
Augusto Severo (Campo Grande),RN,-5.86206,-37.3135,84,America/Sao_Paulo
Áurea,RS,-27.6936,-52.0505,54,America/Sao_Paulo
Aurelino Leal,BA,-14.321,-39.329,73,America/Sao_Paulo
Auriflama,SP,-20.6836,-50.5572,17,America/Sao_Paulo
Aurilândia,GO,-16.6773,-50.4641,64,America/Sao_Paulo
Aurora,CE,-6.93349,-38.9742,88,America/Sao_Paulo
Aurora,SC,-27.3098,-49.6295,47,America/Sao_Paulo
Aurora do Pará,PA,-2.14898,-47.5677,91,America/Sao_Paulo
Aurora do Tocantins,TO,-12.7105,-46.4076,63,America/Sao_Paulo
Autazes,AM,-3.58574,-59.1256,92,America/Porto_Velho
Avaí,SP,-22.1514,-49.3356,14,America/Sao_Paulo
Avanhandava,SP,-21.4584,-49.9509,18,America/Sao_Paulo
Avaré,SP,-23.1067,-48.9251,14,America/Sao_Paulo
Aveiro,PA,-3.60841,-55.3199,93,America/Sao_Paulo
Avelino Lopes,PI,-10.1345,-43.9563,89,America/Sao_Paulo
Avelinópolis,GO,-16.4672,-49.7579,64,America/Sao_Paulo
Axixá,MA,-2.83939,-44.062,98,America/Sao_Paulo
Axixá do Tocantins,TO,-5.61275,-47.7701,63,America/Sao_Paulo
Babaçulândia,TO,-7.20923,-47.7613,63,America/Sao_Paulo
Bacabal,MA,-4.22447,-44.7832,99,America/Sao_Paulo
Bacabeira,MA,-2.96452,-44.3164,98,America/Sao_Paulo
Bacuri,MA,-1.6965,-45.1328,98,America/Sao_Paulo
Bacurituba,MA,-2.71,-44.7329,98,America/Sao_Paulo
Bady Bassitt,SP,-20.9197,-49.4385,17,America/Sao_Paulo
Baependi,MG,-21.957,-44.8874,35,America/Sao_Paulo
Bagé,RS,-31.3297,-54.0999,53,America/Sao_Paulo
Bagre,PA,-1.90057,-50.1987,91,America/Sao_Paulo
Baía da Traição,PB,-6.69209,-34.9381,83,America/Sao_Paulo
Baía Formosa,RN,-6.37161,-35.0033,84,America/Sao_Paulo
Baianópolis,BA,-12.3016,-44.5388,77,America/Sao_Paulo
Baião,PA,-2.79021,-49.6694,91,America/Sao_Paulo
Baixa Grande,BA,-11.9519,-40.169,74,America/Sao_Paulo
Baixa Grande do Ribeiro,PI,-7.84903,-45.219,89,America/Sao_Paulo
Baixio,CE,-6.71945,-38.7134,88,America/Sao_Paulo
Baixo Guandu,ES,-19.5213,-41.0109,27,America/Sao_Paulo
Balbinos,SP,-21.8963,-49.3619,14,America/Sao_Paulo
Baldim,MG,-19.2832,-43.9613,31,America/Sao_Paulo
Baliza,GO,-16.1966,-52.5393,64,America/Sao_Paulo
Balneário Arroio do Silva,SC,-28.9806,-49.4237,48,America/Sao_Paulo
Balneário Barra do Sul,SC,-26.4597,-48.6123,47,America/Sao_Paulo
Balneário Camboriú,SC,-26.9926,-48.6352,47,America/Sao_Paulo
Balneário Gaivota,SC,-29.1527,-49.5841,48,America/Sao_Paulo
Balneário Piçarras,SC,-26.7639,-48.6717,47,America/Sao_Paulo
Balneário Pinhal,RS,-30.2419,-50.2337,51,America/Sao_Paulo
Balneário Rincão,SC,-28.8314,-49.2352,48,America/Sao_Paulo
Balsa Nova,PR,-25.5804,-49.6291,41,America/Sao_Paulo
Bálsamo,SP,-20.7348,-49.5865,17,America/Sao_Paulo
Balsas,MA,-7.53214,-46.0372,99,America/Sao_Paulo
Bambuí,MG,-20.0166,-45.9754,37,America/Sao_Paulo
Banabuiú,CE,-5.30454,-38.9132,88,America/Sao_Paulo
Bananal,SP,-22.6819,-44.3281,12,America/Sao_Paulo
Bananeiras,PB,-6.74775,-35.6246,83,America/Sao_Paulo
Bandeira,MG,-15.8783,-40.5622,33,America/Sao_Paulo
Bandeira do Sul,MG,-21.7308,-46.3833,35,America/Sao_Paulo
Bandeirante,SC,-26.7705,-53.6413,49,America/Sao_Paulo
Bandeirantes,MS,-19.9275,-54.3585,67,America/Porto_Velho
Bandeirantes,PR,-23.1078,-50.3704,43,America/Sao_Paulo
Bandeirantes do Tocantins,TO,-7.75612,-48.5836,63,America/Sao_Paulo
Bannach,PA,-7.34779,-50.3959,94,America/Sao_Paulo
Banzaê,BA,-10.5788,-38.6212,75,America/Sao_Paulo
Barão,RS,-29.3725,-51.4949,51,America/Sao_Paulo
Barão de Antonina,SP,-23.6284,-49.5634,15,America/Sao_Paulo
Barão de Cocais,MG,-19.9389,-43.4755,31,America/Sao_Paulo
Barão de Cotegipe,RS,-27.6208,-52.3798,54,America/Sao_Paulo
Barão de Grajaú,MA,-6.74463,-43.0261,99,America/Sao_Paulo
Barão de Melgaço,MT,-16.2067,-55.9623,65,America/Porto_Velho
Barão de Monte Alto,MG,-21.2444,-42.2372,32,America/Sao_Paulo
Barão do Triunfo,RS,-30.3891,-51.7384,51,America/Sao_Paulo
Baraúna,RN,-5.06977,-37.6129,84,America/Sao_Paulo
Baraúna,PB,-6.63484,-36.2601,83,America/Sao_Paulo
Barbacena,MG,-21.2214,-43.7703,32,America/Sao_Paulo
Barbalha,CE,-7.2982,-39.3021,88,America/Sao_Paulo
Barbosa,SP,-21.2657,-49.9518,18,America/Sao_Paulo
Barbosa Ferraz,PR,-24.0334,-52.004,44,America/Sao_Paulo
Barcarena,PA,-1.51187,-48.6195,91,America/Sao_Paulo
Barcelona,RN,-5.94284,-35.9247,84,America/Sao_Paulo
Barcelos,AM,-0.983373,-62.9311,97,America/Porto_Velho
Bariri,SP,-22.073,-48.7438,14,America/Sao_Paulo
Barra,BA,-11.0859,-43.1459,74,America/Sao_Paulo
Barra Bonita,SC,-26.654,-53.44,49,America/Sao_Paulo
Barra Bonita,SP,-22.4909,-48.5583,14,America/Sao_Paulo
Barra D'Alcântara,PI,-6.51645,-42.1146,89,America/Sao_Paulo
Barra da Estiva,BA,-13.6237,-41.3347,77,America/Sao_Paulo
Barra de Guabiraba,PE,-8.42075,-35.6585,81,America/Sao_Paulo
Barra de Santa Rosa,PB,-6.71816,-36.0671,83,America/Sao_Paulo
Barra de Santana,PB,-7.51809,-35.9913,83,America/Sao_Paulo
Barra de Santo Antônio,AL,-9.4023,-35.5101,82,America/Sao_Paulo
Barra de São Francisco,ES,-18.7548,-40.8965,27,America/Sao_Paulo
Barra de São Miguel,PB,-7.74603,-36.3209,83,America/Sao_Paulo
Barra de São Miguel,AL,-9.83842,-35.9057,82,America/Sao_Paulo
Barra do Bugres,MT,-15.0702,-57.1878,65,America/Porto_Velho
Barra do Chapéu,SP,-24.4722,-49.0238,15,America/Sao_Paulo
Barra do Choça,BA,-14.8654,-40.5791,77,America/Sao_Paulo
Barra do Corda,MA,-5.49682,-45.2485,99,America/Sao_Paulo
Barra do Garças,MT,-15.8804,-52.264,66,America/Porto_Velho
Barra do Guarita,RS,-27.1927,-53.7109,55,America/Sao_Paulo
Barra do Jacaré,PR,-23.116,-50.1842,43,America/Sao_Paulo
Barra do Mendes,BA,-11.81,-42.059,74,America/Sao_Paulo
Barra do Ouro,TO,-7.69593,-47.6776,63,America/Sao_Paulo
Barra do Piraí,RJ,-22.4715,-43.8269,24,America/Sao_Paulo
Barra do Quaraí,RS,-30.2029,-57.5497,55,America/Sao_Paulo
Barra do Ribeiro,RS,-30.2939,-51.3014,51,America/Sao_Paulo
Barra do Rio Azul,RS,-27.4069,-52.4084,54,America/Sao_Paulo
Barra do Rocha,BA,-14.2,-39.5991,73,America/Sao_Paulo
Barra do Turvo,SP,-24.759,-48.5013,15,America/Sao_Paulo
Barra dos Coqueiros,SE,-10.8996,-37.0323,79,America/Sao_Paulo
Barra Funda,RS,-27.9205,-53.0391,54,America/Sao_Paulo
Barra Longa,MG,-20.2869,-43.0402,31,America/Sao_Paulo
Barra Mansa,RJ,-22.5481,-44.1752,24,America/Sao_Paulo
Barra Velha,SC,-26.637,-48.6933,47,America/Sao_Paulo
Barracão,RS,-27.6739,-51.4585,54,America/Sao_Paulo
Barracão,PR,-26.2502,-53.6324,49,America/Sao_Paulo
Barras,PI,-4.24468,-42.2922,86,America/Sao_Paulo
Barreira,CE,-4.28921,-38.6429,85,America/Sao_Paulo
Barreiras,BA,-12.1439,-44.9968,77,America/Sao_Paulo
Barreiras do Piauí,PI,-9.9296,-45.4702,89,America/Sao_Paulo
Barreirinha,AM,-2.79886,-57.0679,92,America/Porto_Velho
Barreirinhas,MA,-2.75863,-42.8232,98,America/Sao_Paulo
Barreiros,PE,-8.81605,-35.1832,81,America/Sao_Paulo
Barretos,SP,-20.5531,-48.5698,17,America/Sao_Paulo
Barrinha,SP,-21.1864,-48.1636,16,America/Sao_Paulo
Barro,CE,-7.17188,-38.7741,88,America/Sao_Paulo
Barro Alto,BA,-11.7605,-41.9054,74,America/Sao_Paulo
Barro Alto,GO,-14.9658,-48.9086,62,America/Sao_Paulo
Barro Duro,PI,-5.81673,-42.5147,86,America/Sao_Paulo
Barro Preto,BA,-14.7948,-39.476,73,America/Sao_Paulo
Barrocas,BA,-11.5272,-39.0776,75,America/Sao_Paulo
Barrolândia,TO,-9.83404,-48.7252,63,America/Sao_Paulo
Barroquinha,CE,-3.02051,-41.1358,88,America/Sao_Paulo
Barros Cassal,RS,-29.0947,-52.5836,54,America/Sao_Paulo
Barroso,MG,-21.1907,-43.972,32,America/Sao_Paulo
Barueri,SP,-23.5057,-46.879,11,America/Sao_Paulo
Bastos,SP,-21.921,-50.7357,14,America/Sao_Paulo
Bataguassu,MS,-21.7159,-52.4221,67,America/Porto_Velho
Batalha,PI,-4.0223,-42.0787,86,America/Sao_Paulo
Batalha,AL,-9.6742,-37.133,82,America/Sao_Paulo
Batatais,SP,-20.8929,-47.5921,16,America/Sao_Paulo
Batayporã,MS,-22.2944,-53.2705,67,America/Porto_Velho
Baturité,CE,-4.32598,-38.8812,85,America/Sao_Paulo
Bauru,SP,-22.3246,-49.0871,14,America/Sao_Paulo
Bayeux,PB,-7.1238,-34.9293,83,America/Sao_Paulo
Bebedouro,SP,-20.9491,-48.4791,17,America/Sao_Paulo
Beberibe,CE,-4.17741,-38.1271,85,America/Sao_Paulo
Bela Cruz,CE,-3.04996,-40.1671,88,America/Sao_Paulo
Bela Vista,MS,-22.1073,-56.5263,67,America/Porto_Velho
Bela Vista da Caroba,PR,-25.8842,-53.6725,46,America/Sao_Paulo
Bela Vista de Goiás,GO,-16.9693,-48.9513,62,America/Sao_Paulo
Bela Vista de Minas,MG,-19.8302,-43.0922,31,America/Sao_Paulo
Bela Vista do Maranhão,MA,-3.72618,-45.3075,98,America/Sao_Paulo
Bela Vista do Paraíso,PR,-22.9937,-51.1927,43,America/Sao_Paulo
Bela Vista do Piauí,PI,-7.98809,-41.8675,89,America/Sao_Paulo
Bela Vista do Toldo,SC,-26.2746,-50.4664,47,America/Sao_Paulo
Belágua,MA,-3.15485,-43.5122,98,America/Sao_Paulo
Belém,PA,-1.4554,-48.4898,91,America/Sao_Paulo
Belém,PB,-6.74261,-35.5166,83,America/Sao_Paulo
Belém,AL,-9.57047,-36.4904,82,America/Sao_Paulo
Belém de Maria,PE,-8.62504,-35.8335,81,America/Sao_Paulo
Belém do Brejo do Cruz,PB,-6.18515,-37.5348,83,America/Sao_Paulo
Belém do Piauí,PI,-7.36652,-40.9688,89,America/Sao_Paulo
Belém do São Francisco,PE,-8.75046,-38.9623,87,America/Sao_Paulo
Belford Roxo,RJ,-22.764,-43.3992,21,America/Sao_Paulo
Belmiro Braga,MG,-21.944,-43.4084,32,America/Sao_Paulo
Belmonte,SC,-26.843,-53.5758,49,America/Sao_Paulo
Belmonte,BA,-15.8608,-38.8758,73,America/Sao_Paulo
Belo Campo,BA,-15.0334,-41.2652,77,America/Sao_Paulo
Belo Horizonte,MG,-19.9102,-43.9266,31,America/Sao_Paulo
Belo Jardim,PE,-8.3313,-36.4258,81,America/Sao_Paulo
Belo Monte,AL,-9.82272,-37.277,82,America/Sao_Paulo
Belo Oriente,MG,-19.2199,-42.4828,31,America/Sao_Paulo
Belo Vale,MG,-20.4077,-44.0275,31,America/Sao_Paulo
Belterra,PA,-2.63609,-54.9374,93,America/Sao_Paulo
Beneditinos,PI,-5.45676,-42.3638,86,America/Sao_Paulo
Benedito Leite,MA,-7.21037,-44.5577,99,America/Sao_Paulo
Benedito Novo,SC,-26.781,-49.3593,47,America/Sao_Paulo
Benevides,PA,-1.36183,-48.2434,91,America/Sao_Paulo
Benjamin Constant,AM,-4.37768,-70.0342,97,America/Rio_Branco
Benjamin Constant do Sul,RS,-27.5086,-52.5995,54,America/Sao_Paulo
Bento de Abreu,SP,-21.2686,-50.814,18,America/Sao_Paulo
Bento Fernandes,RN,-5.69906,-35.813,84,America/Sao_Paulo
Bento Gonçalves,RS,-29.1662,-51.5165,54,America/Sao_Paulo
Bequimão,MA,-2.44162,-44.7842,98,America/Sao_Paulo
Berilo,MG,-16.9567,-42.4606,33,America/Sao_Paulo
Berizal,MG,-15.61,-41.7432,38,America/Sao_Paulo
Bernardino Batista,PB,-6.44572,-38.5521,83,America/Sao_Paulo
Bernardino de Campos,SP,-23.0164,-49.4679,14,America/Sao_Paulo
Bernardo do Mearim,MA,-4.62666,-44.7608,99,America/Sao_Paulo
Bernardo Sayão,TO,-7.87481,-48.8893,63,America/Sao_Paulo
Bertioga,SP,-23.8486,-46.1396,13,America/Sao_Paulo
Bertolínia,PI,-7.63338,-43.9498,89,America/Sao_Paulo
Bertópolis,MG,-17.059,-40.58,33,America/Sao_Paulo
Beruri,AM,-3.89874,-61.3616,97,America/Porto_Velho
Betânia,PE,-8.26787,-38.0345,87,America/Sao_Paulo
Betânia do Piauí,PI,-8.14376,-40.7989,89,America/Sao_Paulo
Betim,MG,-19.9668,-44.2008,31,America/Sao_Paulo
Bezerros,PE,-8.2328,-35.796,81,America/Sao_Paulo
Bias Fortes,MG,-21.602,-43.7574,32,America/Sao_Paulo
Bicas,MG,-21.7232,-43.056,32,America/Sao_Paulo
Biguaçu,SC,-27.496,-48.6598,48,America/Sao_Paulo
Bilac,SP,-21.404,-50.4746,18,America/Sao_Paulo
Biquinhas,MG,-18.7754,-45.4974,37,America/Sao_Paulo
Birigui,SP,-21.291,-50.3432,18,America/Sao_Paulo
Biritiba-Mirim,SP,-23.5698,-46.0407,11,America/Sao_Paulo
Biritinga,BA,-11.6072,-38.8051,75,America/Sao_Paulo
Bituruna,PR,-26.1607,-51.5518,42,America/Sao_Paulo
Blumenau,SC,-26.9155,-49.0709,47,America/Sao_Paulo
Boa Esperança,PR,-24.2467,-52.7876,44,America/Sao_Paulo
Boa Esperança,MG,-21.0927,-45.5612,35,America/Sao_Paulo
Boa Esperança,ES,-18.5395,-40.3025,27,America/Sao_Paulo
Boa Esperança do Iguaçu,PR,-25.6324,-53.2108,46,America/Sao_Paulo
Boa Esperança do Sul,SP,-21.9918,-48.3906,16,America/Sao_Paulo
Boa Hora,PI,-4.41404,-42.1357,86,America/Sao_Paulo
Boa Nova,BA,-14.3598,-40.2064,77,America/Sao_Paulo
Boa Ventura,PB,-7.40982,-38.2113,83,America/Sao_Paulo
Boa Ventura de São Roque,PR,-24.8688,-51.6276,42,America/Sao_Paulo
Boa Viagem,CE,-5.11258,-39.7337,88,America/Sao_Paulo
Boa Vista,RR,2.82384,-60.6753,95,America/Porto_Velho
Boa Vista,PB,-7.26365,-36.2357,83,America/Sao_Paulo
Boa Vista da Aparecida,PR,-25.4308,-53.4117,45,America/Sao_Paulo
Boa Vista das Missões,RS,-27.6671,-53.3102,55,America/Sao_Paulo
Boa Vista do Buricá,RS,-27.6693,-54.1082,55,America/Sao_Paulo
Boa Vista do Cadeado,RS,-28.5791,-53.8108,55,America/Sao_Paulo
Boa Vista do Gurupi,MA,-1.77614,-46.3002,98,America/Sao_Paulo
Boa Vista do Incra,RS,-28.8185,-53.391,55,America/Sao_Paulo
Boa Vista do Ramos,AM,-2.97409,-57.5873,92,America/Porto_Velho
Boa Vista do Sul,RS,-29.3544,-51.6687,54,America/Sao_Paulo
Boa Vista do Tupim,BA,-12.6498,-40.6064,75,America/Sao_Paulo
Boca da Mata,AL,-9.64308,-36.2125,82,America/Sao_Paulo
Boca do Acre,AM,-8.74232,-67.3919,97,America/Rio_Branco
Bocaina,PI,-6.94124,-41.3168,89,America/Sao_Paulo
Bocaina,SP,-22.1365,-48.523,14,America/Sao_Paulo
Bocaina de Minas,MG,-22.1697,-44.3972,32,America/Sao_Paulo
Bocaina do Sul,SC,-27.7455,-49.9423,49,America/Sao_Paulo
Bocaiúva,MG,-17.1135,-43.8104,38,America/Sao_Paulo
Bocaiúva do Sul,PR,-25.2066,-49.1141,41,America/Sao_Paulo
Bodó,RN,-5.98027,-36.4167,84,America/Sao_Paulo
Bodocó,PE,-7.77759,-39.9338,87,America/Sao_Paulo
Bodoquena,MS,-20.537,-56.7127,67,America/Porto_Velho
Bofete,SP,-23.1055,-48.2582,14,America/Sao_Paulo
Boituva,SP,-23.2855,-47.6786,15,America/Sao_Paulo
Bom Conselho,PE,-9.16919,-36.6857,87,America/Sao_Paulo
Bom Despacho,MG,-19.7386,-45.2622,37,America/Sao_Paulo
Bom Jardim,RJ,-22.1545,-42.4251,22,America/Sao_Paulo
Bom Jardim,PE,-7.79695,-35.5784,81,America/Sao_Paulo
Bom Jardim,MA,-3.54129,-45.606,98,America/Sao_Paulo
Bom Jardim da Serra,SC,-28.3377,-49.6373,49,America/Sao_Paulo
Bom Jardim de Goiás,GO,-16.2063,-52.1728,64,America/Sao_Paulo
Bom Jardim de Minas,MG,-21.9479,-44.1885,32,America/Sao_Paulo
Bom Jesus,SC,-26.7326,-52.3919,49,America/Sao_Paulo
Bom Jesus,RS,-28.6697,-50.4295,54,America/Sao_Paulo
Bom Jesus,PI,-9.07124,-44.359,89,America/Sao_Paulo
Bom Jesus,RN,-5.98648,-35.5792,84,America/Sao_Paulo
Bom Jesus,PB,-6.81601,-38.6453,83,America/Sao_Paulo
Bom Jesus da Lapa,BA,-13.2506,-43.4108,77,America/Sao_Paulo
Bom Jesus da Penha,MG,-21.0148,-46.5174,35,America/Sao_Paulo
Bom Jesus da Serra,BA,-14.3663,-40.5126,77,America/Sao_Paulo
Bom Jesus das Selvas,MA,-4.47638,-46.8641,98,America/Sao_Paulo
Bom Jesus de Goiás,GO,-18.2173,-49.74,64,America/Sao_Paulo
Bom Jesus do Amparo,MG,-19.7054,-43.4782,31,America/Sao_Paulo
Bom Jesus do Araguaia,MT,-12.1706,-51.5032,66,America/Porto_Velho
Bom Jesus do Galho,MG,-19.836,-42.3165,33,America/Sao_Paulo
Bom Jesus do Itabapoana,RJ,-21.1449,-41.6822,22,America/Sao_Paulo
Bom Jesus do Norte,ES,-21.1173,-41.6731,28,America/Sao_Paulo
Bom Jesus do Oeste,SC,-26.6927,-53.0967,49,America/Sao_Paulo
Bom Jesus do Sul,PR,-26.1958,-53.5955,46,America/Sao_Paulo
Bom Jesus do Tocantins,PA,-5.0424,-48.6047,94,America/Sao_Paulo
Bom Jesus do Tocantins,TO,-8.96306,-48.165,63,America/Sao_Paulo
Bom Jesus dos Perdões,SP,-23.1356,-46.4675,11,America/Sao_Paulo
Bom Lugar,MA,-4.37311,-45.0326,99,America/Sao_Paulo
Bom Princípio,RS,-29.4856,-51.3548,51,America/Sao_Paulo
Bom Princípio do Piauí,PI,-3.19631,-41.6403,86,America/Sao_Paulo
Bom Progresso,RS,-27.5399,-53.8716,55,America/Sao_Paulo
Bom Repouso,MG,-22.4675,-46.144,35,America/Sao_Paulo
Bom Retiro,SC,-27.799,-49.487,49,America/Sao_Paulo
Bom Retiro do Sul,RS,-29.6071,-51.9456,51,America/Sao_Paulo
Bom Sucesso,MG,-21.0329,-44.7537,35,America/Sao_Paulo
Bom Sucesso,PR,-23.7063,-51.7671,43,America/Sao_Paulo
Bom Sucesso,PB,-6.44176,-37.9234,83,America/Sao_Paulo
Bom Sucesso de Itararé,SP,-24.3155,-49.1451,15,America/Sao_Paulo
Bom Sucesso do Sul,PR,-26.0731,-52.8353,46,America/Sao_Paulo
Bombinhas,SC,-27.1382,-48.5146,47,America/Sao_Paulo
Bonfim,RR,3.36161,-59.8333,95,America/Porto_Velho
Bonfim,MG,-20.3302,-44.2366,31,America/Sao_Paulo
Bonfim do Piauí,PI,-9.1605,-42.8865,89,America/Sao_Paulo
Bonfinópolis,GO,-16.6173,-48.9616,62,America/Sao_Paulo
Bonfinópolis de Minas,MG,-16.568,-45.9839,38,America/Sao_Paulo
Boninal,BA,-12.7069,-41.8286,75,America/Sao_Paulo
Bonito,PE,-8.47163,-35.7292,81,America/Sao_Paulo
Bonito,BA,-11.9668,-41.2647,75,America/Sao_Paulo
Bonito,PA,-1.36745,-47.3066,91,America/Sao_Paulo
Bonito,MS,-21.1261,-56.4836,67,America/Porto_Velho
Bonito de Minas,MG,-15.3231,-44.7543,38,America/Sao_Paulo
Bonito de Santa Fé,PB,-7.31341,-38.5133,83,America/Sao_Paulo
Bonópolis,GO,-13.6329,-49.8106,62,America/Sao_Paulo
Boqueirão,PB,-7.487,-36.1309,83,America/Sao_Paulo
Boqueirão do Leão,RS,-29.3046,-52.4284,51,America/Sao_Paulo
Boqueirão do Piauí,PI,-4.48181,-42.1212,86,America/Sao_Paulo
Boquim,SE,-11.1397,-37.6195,79,America/Sao_Paulo
Boquira,BA,-12.8205,-42.7324,77,America/Sao_Paulo
Borá,SP,-22.2696,-50.5409,18,America/Sao_Paulo
Boracéia,SP,-22.1926,-48.7808,14,America/Sao_Paulo
Borba,AM,-4.39154,-59.5874,92,America/Porto_Velho
Borborema,PB,-6.80199,-35.6187,83,America/Sao_Paulo
Borborema,SP,-21.6214,-49.0741,16,America/Sao_Paulo
Borda da Mata,MG,-22.2707,-46.1653,35,America/Sao_Paulo
Borebi,SP,-22.5728,-48.9707,14,America/Sao_Paulo
Borrazópolis,PR,-23.9366,-51.5875,43,America/Sao_Paulo
Bossoroca,RS,-28.7291,-54.9035,55,America/Sao_Paulo
Botelhos,MG,-21.6412,-46.391,35,America/Sao_Paulo
Botucatu,SP,-22.8837,-48.4437,14,America/Sao_Paulo
Botumirim,MG,-16.8657,-43.0086,38,America/Sao_Paulo
Botuporã,BA,-13.3772,-42.5163,77,America/Sao_Paulo
Botuverá,SC,-27.2007,-49.0689,47,America/Sao_Paulo
Bozano,RS,-28.3659,-53.772,55,America/Sao_Paulo
Braço do Norte,SC,-28.2681,-49.1701,48,America/Sao_Paulo
Braço do Trombudo,SC,-27.3586,-49.8821,47,America/Sao_Paulo
Braga,RS,-27.6173,-53.7405,55,America/Sao_Paulo
Bragança,PA,-1.06126,-46.7826,91,America/Sao_Paulo
Bragança Paulista,SP,-22.9527,-46.5419,11,America/Sao_Paulo
Braganey,PR,-24.8173,-53.1218,45,America/Sao_Paulo
Branquinha,AL,-9.23342,-36.0162,82,America/Sao_Paulo
Brás Pires,MG,-20.8419,-43.2406,32,America/Sao_Paulo
Brasil Novo,PA,-3.29792,-52.534,93,America/Sao_Paulo
Brasilândia,MS,-21.2544,-52.0365,67,America/Porto_Velho
Brasilândia de Minas,MG,-16.9999,-46.0081,38,America/Sao_Paulo
Brasilândia do Sul,PR,-24.1978,-53.5275,44,America/Sao_Paulo
Brasilândia do Tocantins,TO,-8.38918,-48.4822,63,America/Sao_Paulo
Brasiléia,AC,-10.995,-68.7497,68,America/Rio_Branco
Brasileira,PI,-4.1337,-41.7859,86,America/Sao_Paulo
Brasília,DF,-15.7795,-47.9297,61,America/Sao_Paulo
Brasília de Minas,MG,-16.2104,-44.4299,38,America/Sao_Paulo
Brasnorte,MT,-12.1474,-57.9833,66,America/Porto_Velho
Braúna,SP,-21.499,-50.3175,18,America/Sao_Paulo
Braúnas,MG,-19.0562,-42.7099,35,America/Sao_Paulo
Brazabrantes,GO,-16.4281,-49.3863,62,America/Sao_Paulo
Brazópolis,MG,-22.4743,-45.6166,33,America/Sao_Paulo
Brejão,PE,-9.02915,-36.566,87,America/Sao_Paulo
Brejetuba,ES,-20.1395,-41.2954,27,America/Sao_Paulo
Brejinho,RN,-6.18566,-35.3591,84,America/Sao_Paulo
Brejinho,PE,-7.34694,-37.2865,87,America/Sao_Paulo
Brejinho de Nazaré,TO,-11.0058,-48.5683,63,America/Sao_Paulo
Brejo,MA,-3.67796,-42.7527,98,America/Sao_Paulo
Brejo Alegre,SP,-21.1651,-50.1861,18,America/Sao_Paulo
Brejo da Madre de Deus,PE,-8.14933,-36.3741,81,America/Sao_Paulo
Brejo de Areia,MA,-4.334,-45.581,98,America/Sao_Paulo
Brejo do Cruz,PB,-6.34185,-37.4943,83,America/Sao_Paulo
Brejo do Piauí,PI,-8.20314,-42.8229,89,America/Sao_Paulo
Brejo dos Santos,PB,-6.37065,-37.8253,83,America/Sao_Paulo
Brejo Grande,SE,-10.4297,-36.4611,79,America/Sao_Paulo
Brejo Grande do Araguaia,PA,-5.69822,-48.4103,94,America/Sao_Paulo
Brejo Santo,CE,-7.48469,-38.9799,88,America/Sao_Paulo
Brejões,BA,-13.1039,-39.7988,75,America/Sao_Paulo
Brejolândia,BA,-12.4815,-43.9679,77,America/Sao_Paulo
Breu Branco,PA,-3.77191,-49.5735,94,America/Sao_Paulo
Breves,PA,-1.68036,-50.4791,91,America/Sao_Paulo
Britânia,GO,-15.2428,-51.1602,62,America/Sao_Paulo
Brochier,RS,-29.5501,-51.5945,51,America/Sao_Paulo
Brodowski,SP,-20.9845,-47.6572,16,America/Sao_Paulo
Brotas,SP,-22.2795,-48.1251,14,America/Sao_Paulo
Brotas de Macaúbas,BA,-11.9915,-42.6326,77,America/Sao_Paulo
Brumadinho,MG,-20.151,-44.2007,31,America/Sao_Paulo
Brumado,BA,-14.2021,-41.6696,77,America/Sao_Paulo
Brunópolis,SC,-27.3058,-50.8684,49,America/Sao_Paulo
Brusque,SC,-27.0977,-48.9107,47,America/Sao_Paulo
